,imagename,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
2008,0096b_num1.png,1,1,1,1,2,2,1,2,1,2,1,3,2,1,1
2009,0366a_num1.png,2,3,2,2,2,1,1,1,2,2,1,3,2,1,2
2010,0009c_num2.png,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2
2011,1098bb_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,3,1,2
2012,0019b_num4.png,1,3,2,3,2,1,1,1,1,2,2,2,2,1,2
2013,0280b_num1.png,2,2,2,2,2,1,1,1,1,2,2,1,3,1,2
2014,0200c_num4.png,2,3,2,2,2,2,1,1,1,2,2,2,3,1,2
2015,0206a_num1.png,2,3,2,2,2,1,2,1,1,2,2,2,3,1,2
2016,1257a_num5.png,2,2,2,2,2,2,1,1,1,2,2,3,4,2,2
2017,0849b_num1.png,2,2,1,2,2,2,2,1,1,2,1,3,1,1,1
2018,1550b_num3.png,1,3,2,2,2,1,1,1,1,2,2,2,1,1,2
2019,1424b_num2.png,2,2,1,1,2,2,1,1,2,2,2,1,3,1,2
2020,1409c_num2.png,2,2,2,1,2,1,1,1,1,2,2,2,3,1,2
2021,0719a_num2.png,2,3,1,1,2,2,1,2,1,2,1,3,1,1,1
2022,1016aa_num1.png,2,1,3,3,2,1,1,1,1,3,2,2,1,1,2
2023,1221b_num4.png,1,2,2,1,2,2,2,1,1,1,2,3,3,1,2
2024,0771b_num1.png,1,1,1,2,2,1,4,1,1,2,2,2,2,2,2
2025,0355b_num1.png,2,2,3,3,2,2,1,1,1,2,2,2,3,1,2
2026,1403b_num1.png,2,3,1,1,2,2,2,1,1,1,1,3,4,1,1
2027,0910a_num4.png,1,1,2,2,2,2,1,2,1,2,2,3,2,1,2
2028,0994a_num3.png,1,3,2,1,2,1,1,1,1,2,2,2,1,2,2
2029,1100a_num2.png,2,2,2,2,2,1,1,2,1,4,2,2,2,1,1
2030,1560c_num6.png,1,3,2,2,2,1,1,1,1,4,2,3,2,2,2
2031,1176c_num1.png,1,2,2,1,2,2,3,2,1,2,2,2,2,2,2
2032,0585bb_num1.png,2,3,2,2,2,1,1,1,1,2,2,3,2,1,2
2033,0658c_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,2,1,2
2034,0762cc_num1.png,2,2,2,3,2,2,1,1,1,2,2,2,2,1,2
2035,0060c_num3.png,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2
2036,1071b_num2.png,2,1,3,2,2,1,4,1,1,4,2,2,2,2,2
2037,1455c_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,3,1,1
2038,0828b_num2.png,2,3,2,2,2,2,1,1,1,4,2,2,3,2,2
2039,0634c_num2.png,1,3,2,2,2,2,1,1,1,3,2,2,2,1,2
2040,1194c_num3.png,2,2,2,3,2,2,2,2,2,3,2,2,3,1,2
2041,1406c_num1.png,2,3,2,2,2,2,2,1,1,4,2,3,1,2,1
2042,1228c_num2.png,1,3,3,2,2,1,1,1,1,2,2,2,4,2,2
2043,1130aa_num1.png,1,3,2,3,2,1,1,1,1,2,2,2,1,2,2
2044,1137a_num2.png,2,2,2,2,2,2,2,1,1,2,1,2,4,2,2
2045,0801a_num3.png,1,3,3,2,1,1,1,1,1,1,2,1,1,2,2
2046,0148a_num4.png,1,2,2,3,2,2,4,1,1,2,2,3,2,2,2
2047,0688c_num1.png,2,2,1,1,2,2,4,1,1,1,2,3,4,2,2
2048,1358b_num1.png,2,2,2,1,2,2,2,2,1,1,1,2,4,2,1
2049,1275a_num1.png,2,2,2,2,2,1,4,1,1,2,2,2,1,2,2
2050,1236b_num1.png,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2
2051,1143c_num5.png,2,2,2,2,2,2,1,1,1,4,2,3,1,2,2
2052,1527cc_num1.png,2,3,2,2,2,1,1,1,1,2,2,2,4,2,2
2053,0005a_num3.png,2,2,2,2,2,1,1,1,1,2,2,3,4,2,2
2054,1032a_num2.png,1,2,1,1,2,2,1,1,1,2,1,3,4,1,1
2055,0683c_num3.png,1,1,3,2,2,1,1,1,1,4,2,2,4,2,2
2056,0810a_num1.png,2,3,1,1,2,2,1,1,1,2,1,2,1,1,1
2057,0411a_num3.png,1,2,2,2,2,2,2,1,1,4,2,3,4,2,2
2058,1520a_num1.png,2,2,2,1,2,2,2,1,1,2,2,3,2,2,2
2059,0781c_num1.png,1,1,3,3,2,2,1,1,1,2,2,1,1,2,1
2060,1046b_num1.png,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
2061,0423c_num2.png,2,3,2,2,2,2,2,1,1,2,2,2,2,1,2
2062,0873c_num1.png,1,2,2,2,2,2,2,1,1,4,2,3,3,2,2
2063,1294c_num1.png,2,2,2,2,2,2,1,2,1,4,2,2,3,1,2
2064,1187a_num3.png,1,3,2,2,2,1,1,1,1,2,2,2,1,1,2
2065,0215c_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2
2066,0860c_num2.png,1,2,2,1,2,2,2,1,1,1,1,3,2,1,2
2067,1042c_num2.png,2,3,1,1,2,2,1,1,1,1,1,3,4,1,1
2068,1200aa_num1.png,2,1,2,1,2,2,1,1,1,1,1,3,2,1,1
2069,0988c_num2.png,1,3,3,2,2,1,2,2,1,4,2,2,1,2,2
2070,1541b_num2.png,1,2,2,2,2,1,2,1,1,2,2,3,2,2,2
2071,1439a_num1.png,1,2,2,2,2,2,1,1,1,4,1,3,4,1,1
2072,1292b_num3.png,1,2,1,1,2,2,1,1,1,1,1,3,4,1,1
2073,0047a_num3.png,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2
2074,1162c_num3.png,1,3,2,1,2,2,2,2,1,1,2,2,2,1,2
2075,0667c_num4.png,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2
2076,0513b_num5.png,1,2,2,2,2,1,1,1,1,4,2,2,2,2,2
2077,0562b_num5.png,1,2,2,2,2,2,1,1,1,2,1,3,3,1,1
2078,1182a_num2.png,2,1,1,1,2,2,4,1,1,1,2,1,1,1,1
2079,1497c_num2.png,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2
2080,1536a_num1.png,1,3,3,3,2,2,2,2,1,2,2,2,2,2,1
2081,0756b_num1.png,2,3,2,2,2,2,2,1,1,1,2,2,1,1,1
2082,1317a_num3.png,2,3,2,2,2,2,2,1,1,2,2,3,2,1,2
2083,1206c_num1.png,2,3,2,1,2,1,1,1,1,1,2,2,2,2,2
2084,1211b_num4.png,1,2,2,1,2,2,4,1,1,1,1,2,3,1,1
2085,0922b_num1.png,2,3,2,2,2,1,1,1,1,4,2,3,1,1,1
2086,1245c_num2.png,2,3,1,1,2,2,3,2,2,2,2,3,4,1,1
2087,1515c_num7.png,2,3,2,2,2,2,4,1,1,2,2,2,1,1,2
2088,0152a_num5.png,1,3,2,2,2,2,1,1,1,2,2,2,4,2,2
2089,0523a_num2.png,2,2,1,1,2,2,2,1,1,1,1,3,4,1,1
2090,1281c_num1.png,2,1,3,3,2,1,1,1,1,4,2,3,2,2,2
2091,0138b_num2.png,1,2,3,2,2,1,1,1,1,2,2,3,2,2,2
2092,0358a_num3.png,2,1,3,3,2,2,1,1,1,4,2,1,2,1,1
2093,0746a_num2.png,1,2,2,2,2,2,4,1,1,2,2,2,3,2,2
2094,0357c_num2.png,1,1,1,1,2,2,2,1,1,1,2,3,2,1,2
2095,1170a_num2.png,1,2,2,2,2,1,1,1,1,1,2,1,4,1,1
2096,0715b_num2.png,1,2,3,2,2,2,2,1,1,2,2,3,2,2,2
2097,0648b_num1.png,1,2,3,2,2,2,3,1,1,2,2,3,4,2,2
2098,0308a_num4.png,2,2,3,3,2,2,1,1,1,2,2,1,1,2,2
2099,0146b_num1.png,1,2,3,3,2,1,2,1,1,1,2,3,1,1,2
2100,1464a_num1.png,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1
2101,0460c_num3.png,2,3,3,3,2,2,1,1,1,2,2,2,4,1,2
2102,1013a_num3.png,2,2,2,2,2,2,3,1,1,4,2,2,2,1,2
2103,0737c_num4.png,1,2,3,2,2,2,4,1,1,2,2,3,2,2,2
2104,0141b_num1.png,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2
2105,1417c_num1.png,2,3,2,2,2,2,3,2,1,3,2,3,3,2,2
2106,1019a_num4.png,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1
2107,0824b_num1.png,2,2,2,2,2,2,4,1,1,2,2,3,4,2,1
2108,0655a_num1.png,2,3,2,2,1,1,1,2,1,1,2,1,1,2,2
2109,0668a_num3.png,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2110,1134c_num2.png,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2
2111,1422b_num1.png,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1
2112,0111c_num1.png,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1
2113,0657b_num3.png,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
2114,0260a_num2.png,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2
2115,0258a_num4.png,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2
2116,1526b_num2.png,2,2,3,2,2,1,1,1,1,2,2,2,1,2,2
2117,1550b_num2.png,2,2,3,2,2,1,1,1,1,2,2,2,1,1,2
2118,0236a_num3.png,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2119,1511b_num1.png,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2
2120,0143a_num3.png,2,2,1,1,2,2,2,2,1,2,2,3,4,2,2
2121,1343c_num1.png,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2
2122,0155b_num1.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
2123,1133b_num1.png,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2
2124,0319a_num2.png,2,2,1,2,2,2,1,1,1,2,2,2,4,2,2
2125,0733a_num4.png,1,2,2,3,2,2,3,1,1,2,2,2,3,2,2
2126,0237b_num4.png,2,2,3,2,2,1,2,2,1,2,2,2,1,2,2
2127,0540a_num1.png,2,2,2,2,2,2,3,2,1,3,2,3,3,2,2
2128,0107a_num4.png,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2
2129,0691a_num1.png,1,2,2,2,2,1,1,1,1,4,2,2,1,1,2
2130,0047b_num1.png,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2
2131,1115c_num5.png,1,1,3,3,2,1,1,1,1,2,2,2,1,2,2
2132,0192b_num1.png,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2
2133,0165a_num3.png,2,1,2,2,2,2,3,2,1,4,2,3,1,2,2
2134,0106b_num1.png,2,2,2,2,2,2,4,2,1,2,2,3,1,1,1
2135,0744b_num1.png,1,1,3,3,2,2,1,2,1,2,2,3,2,2,2
2136,0591a_num2.png,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
2137,1521b_num1.png,2,2,1,1,2,2,3,2,1,4,2,2,4,2,2
2138,1536a_num2.png,1,1,3,3,2,1,2,2,1,2,2,3,1,2,2
2139,0384b_num5.png,2,1,2,2,2,2,1,1,1,2,2,3,4,2,2
2140,1386b_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,1,1,2
2141,1150b_num2.png,2,3,2,2,2,1,2,2,1,2,2,2,1,2,2
2142,1180a_num5.png,2,2,2,2,2,2,2,1,1,3,2,3,3,2,2
2143,1098c_num2.png,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2
2144,1130b_num2.png,1,2,3,3,2,2,1,1,1,2,2,2,1,2,2
2145,0644aa_num1.png,2,2,3,2,2,2,1,1,1,2,2,3,1,1,2
2146,1227b_num3.png,2,2,2,2,2,2,3,1,1,2,2,3,3,1,2
2147,0126c_num2.png,2,2,2,2,2,1,4,2,1,1,2,2,2,1,1
2148,1295b_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2
2149,1364c_num1.png,2,2,2,2,2,1,1,1,2,3,2,3,1,2,2
2150,1250c_num4.png,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2
2151,0261b_num3.png,2,2,2,2,2,2,2,2,1,2,2,2,4,2,2
2152,0759c_num1.png,1,1,2,3,2,2,1,1,1,2,2,3,2,1,1
2153,1556a_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2
2154,1255b_num3.png,1,1,2,2,2,2,2,2,1,2,2,3,2,2,2
2155,0594b_num1.png,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1
2156,0568c_num1.png,1,2,1,1,2,2,1,1,2,4,2,2,1,1,2
2157,0458a_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,4,1,2
2158,0070c_num1.png,2,3,1,1,2,2,4,1,1,3,2,3,1,1,2
2159,0187c_num1.png,2,3,1,1,2,2,4,2,1,2,1,3,1,1,2
2160,1314c_num2.png,2,1,1,1,2,2,3,2,1,2,2,2,2,1,2
2161,0623c_num2.png,2,2,1,1,2,2,2,1,1,2,2,3,2,1,2
2162,0807a_num3.png,1,2,3,3,2,2,1,1,1,2,2,3,2,2,2
2163,0011b_num3.png,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2
2164,0232cc_num1.png,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2
2165,0998a_num7.png,2,1,2,2,2,1,4,2,1,2,2,2,1,2,2
2166,0894c_num2.png,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2
2167,0573b_num4.png,1,2,3,2,2,2,1,2,1,2,2,2,1,2,2
2168,1152c_num8.png,1,2,2,2,2,1,1,1,1,2,2,3,2,1,2
2169,1340cc_num1.png,2,1,3,3,2,2,1,1,1,2,2,3,1,1,2
2170,1105b_num2.png,2,1,1,2,2,2,1,1,1,3,2,2,1,1,1
2171,0674c_num1.png,1,2,1,1,2,2,2,2,1,2,2,3,1,1,1
2172,1207c_num1.png,2,3,1,1,2,2,2,2,1,2,2,3,4,1,2
2173,0425c_num1.png,1,2,3,3,2,2,2,2,1,2,2,2,4,2,2
2174,1194b_num1.png,1,2,3,3,2,2,2,1,1,2,2,3,2,2,2
2175,1052b_num2.png,1,2,2,2,2,2,1,1,2,2,2,2,4,1,2
2176,0320b_num2.png,2,2,3,2,2,1,1,1,1,2,2,3,1,1,2
2177,0809c_num3.png,2,2,3,2,2,2,2,2,1,2,2,2,1,1,2
2178,0502a_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2
2179,1075b_num1.png,2,2,3,3,2,2,1,1,1,4,2,1,1,1,1
2180,0083a_num1.png,1,2,3,3,2,2,1,2,1,4,2,3,4,1,2
2181,1374a_num6.png,2,2,3,2,2,1,1,1,1,3,2,3,2,1,2
2182,0584a_num2.png,1,2,3,2,2,2,1,1,1,2,2,3,2,1,2
2183,0374b_num4.png,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2
2184,0104c_num5.png,1,2,3,3,2,2,1,1,1,2,2,2,1,1,2
2185,0917c_num1.png,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2
2186,0596b_num1.png,1,2,3,3,2,2,1,1,1,4,2,3,2,1,1
2187,0012b_num5.png,2,2,2,2,2,1,1,1,1,4,2,3,2,1,2
2188,0363a_num3.png,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2
2189,1413b_num2.png,2,3,2,2,2,2,1,1,1,1,2,3,3,2,2
2190,0118c_num1.png,2,2,1,2,2,1,1,1,1,1,2,3,2,1,2
2191,1068cc_num1.png,2,3,3,3,2,1,1,1,1,2,2,1,1,1,2
2192,0210c_num1.png,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1
2193,1448c_num2.png,2,2,1,1,2,2,3,2,1,1,1,3,4,1,2
2194,1194b_num3.png,2,2,1,2,2,2,2,2,2,2,2,3,3,2,2
2195,0698a_num1.png,1,3,2,2,2,1,1,1,1,4,2,2,1,2,2
2196,0066c_num4.png,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2
2197,1183a_num6.png,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2
2198,0537a_num2.png,1,2,3,3,2,2,1,1,1,2,2,3,1,2,2
2199,0170c_num1.png,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2
2200,0554c_num5.png,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2
2201,0707c_num6.png,2,2,1,1,2,2,2,2,1,2,2,3,2,2,1
2202,0511b_num1.png,1,1,3,2,2,1,1,1,1,2,2,2,1,2,2
2203,1008b_num6.png,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
2204,0560a_num2.png,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2
2205,1128a_num2.png,2,2,2,2,2,1,2,1,1,3,2,2,2,2,2
2206,0076b_num4.png,2,2,1,1,2,2,3,2,1,2,1,1,1,1,2
2207,0880a_num3.png,2,3,1,2,2,2,2,2,1,2,2,3,2,1,2
2208,1343a_num3.png,1,2,3,3,2,2,1,1,1,2,2,3,2,2,2
2209,0101a_num1.png,1,3,3,3,2,1,1,1,1,4,2,3,1,1,1
2210,1154a_num4.png,1,3,1,1,2,2,1,1,1,2,1,3,2,1,1
2211,0339c_num2.png,1,3,3,3,2,1,1,1,1,4,2,1,1,2,1
2212,1039a_num4.png,2,3,1,2,2,2,2,2,1,2,2,2,4,2,2
2213,0668c_num2.png,2,2,1,1,2,2,3,2,1,2,2,3,1,1,2
2214,1507c_num2.png,1,2,2,1,2,2,1,1,1,4,1,3,1,1,1
2215,0027a_num5.png,1,2,3,3,2,1,1,1,1,2,2,1,1,2,2
2216,0177a_num3.png,2,2,3,3,2,1,4,2,1,2,2,1,1,1,2
2217,1231b_num3.png,2,2,3,3,2,2,1,1,1,2,2,3,2,1,2
2218,0197b_num4.png,2,3,2,2,2,2,1,1,2,2,2,2,1,2,2
2219,0567a_num1.png,1,1,3,3,2,2,1,1,1,2,2,2,3,1,1
2220,0141a_num3.png,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2
2221,0308c_num3.png,2,1,3,2,2,1,4,2,1,2,2,1,1,2,2
2222,1146b_num5.png,2,3,2,2,2,2,1,1,1,4,2,3,2,1,1
2223,1140cc_num1.png,2,3,2,2,2,2,1,1,1,2,2,2,4,2,2
2224,0729c_num4.png,1,3,2,1,2,1,1,2,1,2,2,2,2,2,2
2225,1544a_num4.png,1,1,3,3,2,2,2,2,1,2,2,2,2,1,2
2226,1356c_num1.png,1,3,2,2,2,2,1,1,1,4,2,2,2,2,2
2227,0845c_num4.png,1,3,3,3,2,1,1,1,1,2,2,2,2,2,2
2228,0077a_num3.png,1,2,3,3,2,2,1,2,1,2,2,2,4,2,2
2229,0698c_num2.png,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1
2230,0556c_num6.png,1,2,2,2,2,2,4,2,1,3,2,2,1,2,2
2231,0849c_num2.png,2,3,2,1,2,2,3,2,1,1,2,2,2,1,2
2232,1093b_num1.png,1,3,2,1,2,2,3,2,1,2,2,2,4,2,2
2233,0473c_num4.png,1,3,2,2,2,2,1,1,1,2,2,2,2,2,2
2234,0490cc_num1.png,1,3,2,1,2,2,3,2,1,1,1,1,1,1,1
2235,0219c_num1.png,1,3,3,3,2,2,1,2,1,4,2,2,4,2,2
2236,0716c_num3.png,2,3,2,2,2,1,1,2,1,2,2,2,1,2,2
2237,1141a_num2.png,1,3,3,2,2,1,1,1,1,2,2,2,1,2,2
2238,0564a_num2.png,1,2,3,3,2,2,1,1,1,3,2,3,2,2,2
2239,0955c_num2.png,1,2,3,2,2,2,1,1,1,3,2,3,2,2,2
2240,0752c_num7.png,1,1,3,3,2,2,1,1,1,2,2,3,1,2,2
2241,1378c_num1.png,1,2,3,3,2,2,2,2,1,2,2,3,3,2,2
2242,0456a_num1.png,2,2,3,2,2,2,1,1,1,2,2,3,2,2,1
2243,0472a_num1.png,1,2,2,2,2,2,1,1,1,2,2,3,4,2,2
2244,0491c_num2.png,2,2,1,1,2,2,2,2,1,2,2,3,1,1,2
2245,0045b_num1.png,2,2,2,1,2,2,2,2,1,2,1,3,2,2,2
2246,0244a_num1.png,2,2,1,1,2,2,3,2,1,1,2,3,1,1,2
2247,1412a_num3.png,2,2,1,1,2,2,1,1,1,2,2,3,1,1,1
2248,0368c_num4.png,2,2,1,1,2,2,3,2,1,2,2,3,2,1,2
2249,1231c_num5.png,1,3,3,3,2,1,1,1,1,2,2,3,2,2,2
2250,0684a_num3.png,2,2,2,2,2,1,1,1,1,4,2,2,1,2,2
2251,0446c_num1.png,1,2,3,2,2,1,4,1,1,4,2,2,1,2,2
2252,0094a_num5.png,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2
2253,0363a_num4.png,1,2,2,1,2,2,3,2,1,2,2,3,2,1,2
2254,1001c_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2
2255,1061b_num2.png,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2
2256,1242c_num3.png,2,3,2,2,2,2,2,2,1,2,2,2,1,2,2
2257,1453b_num4.png,1,2,2,2,2,1,1,1,1,2,2,3,4,1,2
2258,0600a_num3.png,2,3,2,1,2,2,1,1,1,2,2,3,4,1,2
2259,0177c_num1.png,2,3,2,2,2,1,1,1,1,2,2,1,4,2,2
2260,0813a_num4.png,2,2,1,1,2,2,2,1,1,2,2,3,4,1,1
2261,0741b_num1.png,2,1,3,3,2,2,2,1,1,2,2,2,4,2,2
2262,1219c_num2.png,2,2,1,1,2,2,3,1,1,2,2,2,4,2,2
2263,0295c_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1
2264,0014aa_num2.png,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1
2265,1294c_num5.png,2,1,2,2,2,2,2,1,1,2,2,2,4,2,1
2266,1357c_num1.png,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2
2267,0097b_num5.png,2,2,3,2,2,1,2,1,1,2,2,2,1,2,2
2268,0646b_num1.png,2,3,1,1,2,2,1,1,1,1,1,3,2,1,1
2269,0371c_num4.png,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2
2270,0982a_num4.png,1,3,1,1,2,1,2,2,1,4,2,2,2,1,1
2271,0199b_num4.png,2,2,3,3,2,2,1,1,1,2,1,2,1,1,1
2272,0162c_num2.png,1,1,3,3,2,2,2,1,1,3,1,3,1,1,1
2273,0420c_num2.png,2,2,2,2,2,1,4,1,1,1,2,2,2,2,2
2274,0362c_num2.png,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2
2275,0006a_num2.png,2,2,2,2,2,1,1,1,1,4,2,2,2,1,2
2276,0717aa_num1.png,2,2,2,1,2,2,2,1,1,4,2,3,4,2,2
2277,0232bb_num3.png,2,1,3,3,2,2,2,1,1,2,2,3,2,2,2
2278,0068a_num2.png,1,2,2,2,2,2,1,1,1,2,2,2,4,2,2
2279,0071a_num1.png,2,3,1,1,2,2,3,1,1,2,1,2,1,1,1
2280,0843a_num3.png,1,2,3,3,2,1,2,1,1,2,2,2,2,2,2
2281,1015b_num1.png,2,1,2,2,2,2,2,2,1,2,2,3,2,2,2
2282,0600c_num4.png,2,3,1,1,2,2,1,1,1,2,2,3,4,1,1
2283,1071b_num3.png,2,1,3,3,2,1,1,1,1,2,2,2,2,2,2
2284,0068c_num3.png,2,2,2,1,2,2,1,1,2,2,2,2,3,2,2
2285,1252a_num1.png,2,1,2,1,2,2,1,1,2,2,2,3,2,2,2
2286,0347b_num1.png,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1
2287,0905c_num5.png,1,1,3,3,2,1,1,2,1,2,2,2,1,2,2
2288,1309a_num1.png,1,2,2,3,2,1,2,1,1,2,2,3,2,1,2
2289,1392a_num1.png,2,2,2,2,2,2,4,1,1,2,2,3,3,2,2
2290,0445c_num1.png,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2
2291,0765c_num2.png,2,2,3,3,2,2,1,1,1,2,2,2,2,1,2
2292,0297a_num5.png,2,2,2,1,2,2,1,1,1,2,1,3,1,1,1
2293,0762b_num2.png,2,1,3,3,2,2,1,1,1,2,2,1,1,1,2
2294,0867a_num7.png,1,1,3,3,2,2,2,1,1,2,2,2,2,2,2
2295,1045c_num2.png,1,3,2,2,2,1,1,1,1,4,2,2,1,2,2
2296,0879b_num1.png,1,2,3,3,2,2,2,1,1,2,2,3,3,1,2
2297,1377b_num1.png,1,1,1,1,2,2,3,1,1,2,2,2,4,1,2
2298,0847a_num2.png,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2
2299,1429c_num4.png,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2
2300,0053a_num5.png,2,1,2,2,2,1,1,1,1,4,1,2,2,1,1
2301,1352c_num1.png,2,1,1,1,2,1,3,2,1,2,1,3,4,1,1
2302,1547b_num1.png,1,2,3,3,2,2,1,2,1,2,2,3,4,1,2
2303,0138c_num1.png,2,1,2,2,2,2,1,1,1,2,2,3,2,2,2
2304,0078b_num2.png,2,2,1,1,2,2,3,1,1,2,2,3,2,1,2
2305,1414b_num4.png,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2
2306,1287c_num5.png,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2
2307,0978c_num3.png,1,3,2,2,2,2,1,1,1,2,2,3,2,1,1
2308,1167b_num4.png,1,1,3,3,2,2,1,2,1,2,2,1,3,1,1
2309,1507b_num2.png,2,2,2,3,2,2,1,1,1,2,1,3,2,1,1
2310,1019b_num5.png,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2
2311,0001b_num1.png,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2
2312,1400aa_num2.png,2,2,2,2,2,2,2,2,1,2,2,3,3,2,1
2313,0674a_num1.png,2,1,2,2,2,2,3,1,1,2,2,3,4,1,2
2314,0864b_num4.png,1,1,3,2,2,2,1,1,1,2,2,2,2,1,1
2315,0466c_num1.png,2,1,1,1,2,2,3,1,1,1,1,2,2,1,1
2316,0940b_num5.png,1,1,2,2,2,2,2,1,1,2,2,3,3,1,2
2317,0472c_num2.png,2,2,3,2,2,2,1,1,1,2,2,3,2,2,2
2318,0351c_num3.png,2,2,3,2,2,2,2,1,1,2,2,2,4,2,2
2319,0535b_num1.png,1,2,2,2,2,2,3,1,1,2,2,2,2,1,1
2320,0830b_num4.png,1,1,3,2,2,2,1,1,1,2,2,1,1,1,2
2321,0135c_num1.png,2,3,2,2,2,2,1,1,1,2,2,2,1,1,2
2322,1154b_num1.png,1,3,2,1,2,2,1,1,1,2,1,3,2,1,1
2323,0705a_num1.png,1,3,2,2,2,2,1,1,1,2,2,3,3,2,2
2324,1435b_num2.png,2,2,2,1,2,2,1,1,1,4,2,2,2,2,1
2325,1495a_num5.png,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2
2326,0257b_num4.png,2,2,1,1,2,2,3,1,1,2,2,2,2,1,1
2327,0573b_num3.png,1,1,3,3,2,2,1,1,1,2,2,2,2,1,1
2328,0245a_num3.png,2,2,3,2,2,1,1,1,1,2,2,2,4,1,2
2329,1312c_num2.png,2,2,2,2,2,2,2,1,1,1,2,3,3,1,2
2330,0880a_num2.png,2,3,1,1,2,2,1,2,1,2,2,3,4,1,1
2331,1550a_num3.png,1,2,3,2,2,1,1,1,1,2,2,1,1,1,1
2332,1155b_num2.png,1,3,2,3,2,2,1,1,1,4,2,3,2,1,1
2333,0074a_num1.png,2,3,1,1,2,2,2,1,1,2,2,3,3,1,2
2334,0640aa_num2.png,2,2,2,2,2,2,1,1,1,1,2,2,4,2,2
2335,0979c_num2.png,1,2,3,3,2,1,1,1,1,4,2,2,1,1,2
2336,0269c_num2.png,1,2,2,2,2,2,2,1,1,2,1,3,2,1,1
2337,0135b_num1.png,2,2,2,2,2,2,1,1,1,4,2,3,2,1,2
2338,1002c_num1.png,2,2,2,2,2,2,1,1,1,2,2,2,3,2,2
